ID_verbatim_long	ID_verbatim_short	ID_Respondent	Question	Verbatim	CODE-h1	#Words
R_ZvMZ3CqNLarIZKpQ14	V467	R_ZvMZ3CqNLarIZKp	Q14	there are too many aggressive authors who are under pressure to be productive and be able to be surviving in their fields. Some people are desperate, unfortunately. Most of the institutes only value your status if you can bring in money, not your good science.	Pressure to publish	45
R_3pipP9bobqEnLDZQ14	V37	R_3pipP9bobqEnLDZ	Q14	Corrections are generally feasible but sometimes retraction is merited but encounters resistance from the authors and even the publishers. It is even worse when data falsification clearly occurred and lead to multiretractions but the employers of the authors take no action. I flagged  one case when acting as a referee and pointed to a likely serious case affecting a number of papers. It took a long time but it ended in the retraction of some 11 additional papers from Elsevier. This was the Guerra & Airoldi case and as far as I know, at least Airoldi got off scot-free.	Publishers are reluctant to correct	100
R_1KUgwM2LGvX49MdQ14	V5	R_1KUgwM2LGvX49Md	Q14	Hello I use Pubpeer a lot to highlight problems in publications and I also retracted a paper of mine after discovering the data were corrupted by a contaminant, see: [ANONYMISED]  I also do a lot of Letters to the Editors to stress problems, but some journals (JACS, J Mol Catal) do not even considers this type of actions.  In most cases authors gladly acknowledges the corrections, but once we were threatened.  I would be happy to discuss more if this is of interest.  best regards  [ANONYMISED]	pubpeer	91
R_1mnqDMWEetJLHbSQ14	V263	R_1mnqDMWEetJLHbS	Q14	To add a brief comment:  I rarely spotted an error that would completely bring down the paper. I often find that the results in a paper are interpreted in the wrong terms, but I would say this is quite common. We once published a paper to refute a particularly wrong paper, which sparked discussion at conferences and subsequent publications.   The majority of cases I am aware of consist of miscalculated experimental quantities that bring to an exaggerated claim. For example, is the effect 5% or 50%? There's the ubiquitous problem of background subtraction which can change things dramatically.  The general feeling is that if the paper is not particularly impactful or brings incremental information in the field, the need for correction is ignored. If the incorrect paper is associated with a breakthrough, I feel that the community tries to replicate the results, even if it may take long. However, the incorrect papers often remain as they are and continue receiving citations.	Quantity, errors are scarse	165
R_1mWBDWQk0g6RvqeQ14	V212	R_1mWBDWQk0g6Rvqe	Q14	For my own error, it was a printing error in an equation. It did not change the data as we used the correct one, but the one listed in the paper was in error. We issued a correction.  As a journal editor, I see papers with potential fraud all the time. This has dramatically increased in the last year. Typically, we ask the authors about it first, and if the explanation is not reasonable we do not review the paper, or if published, retract it.	Quantity, more fraud	86
R_1obavxtdAzGMUY3Q14	V469	R_1obavxtdAzGMUY3	Q14	A large problem is that there are too many groups publishing too many poor papers, with not enough good reviewers to flag all the issues. Hence, too much incorrect science makes it to the journals, and drowns out the scientists that do try to do good science. This then perpetuates the problem as the next batch of poor papers cite the earlier incorrect papers.	Quantity, too many errors	64
R_10uAjyAR7inoX5jQ14	V408	R_10uAjyAR7inoX5j	Q14	All the situations I have been involved with are through blind peer review of journal articles. In several occasions I have sent back manuscripts, "strongly" indicating what needs to be relooked...on a couple of occasions, the author sent a thank you, via the Editor, indicating that their paper had been improved, and I even saw the corrections in the final published manuscripts. I have also benefitted immensely from similar robust peer review.  I think now there are just too many errors popping up in scientific literature because of some hectic pressure to publish, which compromises ethics. I just read something on C&EN about a highly cited scientist who has been suspended who published over 100 papers in 2022 and has already published 58 papers this year alone! (https://cen.acs.org/research-integrity/Highly-cited-chemist-suspended-claiming-to-be-affiliated-with-Russian-and-Saudi-universities/101/i12?utm_source=Essential&utm_medium=Newsletter&utm_campaign=CEN)...how does one person publish so many meaningful papers at that rate and be sure of all the details in them on so many diverse research angles? Situations like this are one example of how errors (genuine or otherwise) creep in.	Quantity, too many errors	169
R_OB8Ud0jjqE23XDrQ14	V411	R_OB8Ud0jjqE23XDr	Q14	Errors are ok and happen. I'm not worried about errors. The problem is intentional misdirection, data falsification or negligent scientific practices leading to trash results. The bibliography is full of these. Very little can actually be trusted.	Quantity, too many errors	37
R_2659RC5JSazE1SkQ14	V52	R_2659RC5JSazE1Sk	Q14	Here you are not addressing the fact that a significant number of papers published (especially in the last decades, with the boom of new -open access- publications) include many -typically minor- errors (likely unintentional, not spotted during -poor-quality and not so in-depth- peer-review). It would thus be complicate and time-consuming to highlight them all and take proper actions such as writing to the journal editors and the authors, asking for retraction, or publishing a comment in the journal that published the faulty paper.	Quantity, too many errors	83
R_27ffPJbNAAVhFafQ14	V35	R_27ffPJbNAAVhFaf	Q14	I have found many times errors in articles already published in well-known journals. I think no one is perfect that is why I try always to check and recheck my manuscripts before submitting them. I think the scientific community should be able to correct articles even if they are already published.	Quantity, too many errors	51
R_306odxUh2XR3bDRQ14	V470	R_306odxUh2XR3bDR	Q14	I suppose it depends on the field, but in the case of high societal and industrial stakes with a lot of money at stake, science is not the only engine that drives research. So, in the case of a hot topic, (too) many articles are published with many errors and approximations about everything and its opposite. I suppose that pressures such as recognition, career, funding, etc. encourage the publication of less careful, but more numerous works. The problem is that this generates a lot of noise which encourages "ignorance" and opens up all possibilities, even those contradictory to basic physics!	Quantity, too many errors	100
R_1Hcy9Y78XJ2gtuqQ14	V460	R_1Hcy9Y78XJ2gtuq	Q14	There is nothing to gain from correcting science. Just look at half of the work coming out of Harvard, MIT, etc. It is science fiction, but those professors who lead the work just ride the waves of fame to senior positions and their former students go on to become professors themselves, continuing to propagate such nonsense.  If you really want to go down the rabbit hole, then please ask this question as it concerns the 'Climate Crisis'... Are CO2 emissions responsible for climate change? Are we allowed to note which of the famous works in this area have errors? Can these be discussed in public? In some fields, the problem is much deeper than simply finding an error in a published paper.	Quantity, too many errors	123
R_2TRer5TNqA2HG7hQ14	V40	R_2TRer5TNqA2HG7h	Q14	In my field, synthetic chemistry, there are thousands of papers that seemingly exaggerate yields of reactions. When we repeat, we frequently do not get close to reported yields.   In lesser journals there are results reported that are clearly fabricated, but no one has the time or energy to call out these lies. I believe this happens very frequently.	Quantity, too many errors	60
R_vcsrWYm0bX7lYqtQ14	V458	R_vcsrWYm0bX7lYqt	Q14	Just take a look onto the actual literature concerning the corona virus and the effectiveness of mandates where many completely wrong papers were never retracted and are still cited. Look onto the great barrington declaration and the results of it.	Quantity, too many errors	40
R_2yp7MkoyqF5nohkQ14	V350	R_2yp7MkoyqF5nohk	Q14	Many colleagues these days simply don´t take their time for due dilligence, many papers I review it seems no senior author ever read them, certainly in most cases not the experimental/materials and methods part. There are often many mistakes in there. I feel often tempted to gloss over this part, too, as it is very time consuming, boring and we want to trust our junior colleagues that wrote this. Often also results, impact or relevance are exaggerated to the point where it becomes simply wrong, presumably because many authors feel the pressure to publish "high impact". In fact, I think the vast majority of papers contain significant errors, but mostly nobody cares anymore, because it´s kind of expected at this point. Another massive problem is that very often there will be peer-review networks, where authors choose "friendly reviewers", which of course is reciprocated for the next manuscript by the previous reviewer - now author. Another issue is that many PI´s will not even do the review, they give the manuscript to junior colleagues, maybe PhD students or junior postdocs to review. While these might try very hard to make a good review, they often lack experience and knowledge, and these PIs will typically not guide them sufficiently. Quite common practice unfortunately.  For many PIs, it seems the paper is the purpose of science, not the mere means by which (correct and trustworthy) scientific result are disseminated.	Quantity, too many errors	237
R_1QlRoWAYRD7s6j1Q14	V396	R_1QlRoWAYRD7s6j1	Q14	Opinions: - Almost every paper has minor errors: it is an uphill battle. Many are not worth correcting because both the paper and the error are ultimately near-irrelevant. The time it takes to apply diligence to other people's work is in no way rewarded (on the contrary). - The main issue is the unnecessarily large volume of redundant papers being published. Editors and journals should massively (10-100-fold) reduce the volume of papers accepted for publication but cannot due to commercial interests.  - Papers often contain too many elements for them to be all reviewed in-depth by 2-3 reviewers. I have had to write explicitly many times in peer review that I did not check certain aspects in detail (e.g., no time to re-derive 50 equations in a long methods paper; no time to go through previously published protocols to adjudicate whether these protocols are appropriate in the context of the present work). In my experience, it is frustrating that even as a peer reviewer I probably could have found more errors that could have been corrected beforehand. - The main obstacle to improve the self-correcting ability of science is that it requires a change in intellectual culture, away from gamification (stats, prestige, individual truths, citation cliques) and toward extreme scrutiny of one own's work before publication or preprint uploading.	Quantity, too many errors	220
R_1LBCO0Dbl7p8kTQQ2_notAuth_15_TEXT	V417	R_1LBCO0Dbl7p8kTQ	Q2_notAuth_15_TEXT	Since I discover mistakes and directly obvious fraud  in published papers in amount of hundreds , almost everything was tried. Very little worked.	Quantity, too many errors	24
R_3qm1OL4AMtJqw5pQ14	V282	R_3qm1OL4AMtJqw5p	Q14	Some journal editors will ignore the whistle-blowers during review or after publication. Some will try to push all responsibility to the whistle-blowers for published comments rather than proactively make the editorial decision based on private communications with reviewers and readers. There are many very wrong papers on Environmental Science & Technology and other similar journals.	Quantity, too many errors	55
R_1LBCO0Dbl7p8kTQQ14	V283	R_1LBCO0Dbl7p8kTQ	Q14	Some questions are not precisely formulated. One example:  will SUBMITTION of comment correct the science?   No, it is only publication of comment which might correct the error. Unfortunately 99% of submitted comments are not published. Also when you write "error", it is assumed by the meaning as unintentional.   In recent  years I faced hundreds of papers with outrageously fabricated data. These are not errors but intentional fraud. In some cases I managed to force retractions, but in most cases journals and editors refuse to do anything, do not reply at all in many cases, issue corrections replacing several fake figures. I am also aware of cases when fake figure was silently replaced in the published paper without citing the problem or issuing correction, simply one file replaced by another.  If editors help to authors to hide their fakes, the whole system is doomed.    I am right emotional now as one of my best papers was not send for review citing lack of novelty. As an evidence, the journal  cited  a paper which   has several comments on pubpeer exposing several fake figures, also exposed several years ago.  Not even statement of concern was issues by IF =10 journal. I contacted Editor in Chief to ask why they took no actions and got no reply at all.  Do you name it "error"? I name it catastrophe for the whole publishing system. For one occasion when editors took my report seriously and retracted paper with fabricated data I have tens examples of complete ignorance.  Consider interviewing Elisabeth Bik for statistics, only about 10% of reports finish with some action. I confirm it.	Quantity, too many errors	286
R_1isU7CiN6L8fTUUQ2_notAuth_15_TEXT	V351	R_1isU7CiN6L8fTUU	Q2_notAuth_15_TEXT	The literature is filled with countless "errors." Rarely are these errors intentional scientific malfeasance and I do not consider tracking and "catching" them to be a priority. The important problem is in the publishing and funding model that requires scientists to constantly publish and rewards based on the novelty of results. This pressures scientists into publishing only their results that they understand the least and attempting to remove them from the context of existing data rather than connect it. It also encourages conclusions that are impossible to prove or disprove making them sound exciting while being scientifically worthless. Exploiting this system is the only way for most academic researchers to survive, and so attacking them or publicly calling them out on it is not productive.	Quantity, too many errors	125
R_3DnJneaLiIurKXWQ14	V95	R_3DnJneaLiIurKXW	Q14	The number of manuscripts presenting scientific errors is increasing, and errors propagate quickly. I am trying to work with a publisher trying to set-up guidelines in order to avoid this problem and make authors aware of their errors.	Quantity, too many errors	38
R_3KSA5bwYB5cBHrjQ14	V420	R_3KSA5bwYB5cBHrj	Q14	The story of the manipulated data was very interesting and is well documented (although I do not know how much of the official document on the fraud investigation are accessible)  Another story is that I discovered a wrong analysis in a paper but the editor decided to overrule my comments as the other referees agreed with the analysis.  At the moment approximately 50% of published data in high-impact journals (in my area of expertise) is wrong, in most cases due to sample degradation/impurities, etc. Reacting on these papers would require an enormous time effort, so unfortunately students now have to deal with papers that have a 50% chance of containing wrong data (analysis).	Quantity, too many errors	115
R_PBXFIdN0YcqgdrzQ3_notAuth_10_TEXT	V99	R_PBXFIdN0Ycqgdrz	Q3_notAuth_10_TEXT	There are several papers that have errors . we ignore them and not citing them. or we discuss in our communications/reviews our disagreement with the data or methodology. Fake or erroneous science should not be reproduced	Quantity, too many errors	36
R_1jv7Ap1ChjwJJNtQ14	V471	R_1jv7Ap1ChjwJJNt	Q14	There is too much bogus out there, it is impossible to correct everything I see. I rather make sure, within my means, that bad work does not get published in first place.	Quantity, too many errors	32
R_2xPJJMiiqm0NsxKQ10_Auth_4_TEXT	V406	R_2xPJJMiiqm0NsxK	Q10_Auth_4_TEXT	There was no real action because the errors (small error in an equation or some misinterpretation) were small and insignificant when considering the overall outcome of the paper or the generalo conclusions. If every single little error is reported or revised (in a corrigendum), there would probably be a corrigendum for 50% of all papers. Corrections should be reserved for serious errors and in that case, a corrigendum or retraction of the paper would be appropriate.	Quantity, too many errors	76
R_2xPJJMiiqm0NsxKQ10_Auth_4_TEXT	V406	R_2xPJJMiiqm0NsxK	Q10_Auth_4_TEXT	There was no real action because the errors (small error in an equation or some misinterpretation) were small and insignificant when considering the overall outcome of the paper or the generalo conclusions. If every single little error is reported or revised (in a corrigendum), there would probably be a corrigendum for 50% of all papers. Corrections should be reserved for serious errors and in that case, a corrigendum or retraction of the paper would be appropriate.	Quantity, too many errors	76
R_1hARiuE4BdCeLjUQ2_notAuth_15_TEXT	V260	R_1hARiuE4BdCeLjU	Q2_notAuth_15_TEXT	This happens so frequently in my field, that it depends on the type/number/extent/severity of error(s) how I react. In fact, due to the incredible frequency of such (intended or unintended) errors, I give now courses in 'good scientific practice'.	Quantity, too many errors	39
R_puCl4o6gW0QTyVzQ2_notAuth_15_TEXT	V167	R_puCl4o6gW0QTyVz	Q2_notAuth_15_TEXT	This is just for one example, but I have found many errors in publications that I did nothing about or that I mentioned in a subsequent manuscript where it was refuted. This all depends on the type of error and my relationship to the authors making the claims.	Quantity, too many errors	48
R_2ZV4rSErA7EIKwoQ14	V106	R_2ZV4rSErA7EIKwo	Q14	Unfortunately there are more and more errors in publications. Correcting all of them would be a full time job. Moreover, it is not so well perceived. You make yourself many ennemies.  This is the reason why many colleagues do not react.  This is a serious problem, because some of these errors propagate and become accepted as true facts.	Quantity, too many errors	60
R_1obavxtdAzGMUY3Q14	V469	R_1obavxtdAzGMUY3	Q14	A large problem is that there are too many groups publishing too many poor papers, with not enough good reviewers to flag all the issues. Hence, too much incorrect science makes it to the journals, and drowns out the scientists that do try to do good science. This then perpetuates the problem as the next batch of poor papers cite the earlier incorrect papers.	Quantity, too many papers	64
R_3GeqcqBnrMNfQyhQ14	V464	R_3GeqcqBnrMNfQyh	Q14	Along with my colleagues, I feel a great imbalance between reviewers and the quality of their reviews. This often leads to the opinion that it is often a matter of luck which reviewer you come across and so most articles will still be published somewhere if you are persistent enough.  Honor to the exceptions and very high quality journals. But this problem is not avoided even by journals from the ACS or RCS family (which I often find to be of better quality and credibility).  The pressure to publish is high, and articles with errors (both intentional and unintentional) are likely to appear more.	Quantity, too many papers	106
R_2TtpvBXJlKIujePQ3_notAuth_10_TEXT	V472	R_2TtpvBXJlKIujeP	Q3_notAuth_10_TEXT	Currently, the amount of published papers is out of proportion. If you take action on every paper that looks problematic, you wouldn't have the time to do anything else	Quantity, too many papers	29
R_3OkLnEGcmUJizA6Q14	V465	R_3OkLnEGcmUJizA6	Q14	I have a suggestion, inspired by personal experience.  Sometimes errors are corrected by publishing an Addendum or a Letter to the Editor afterwards. This action is good and necessary, however the reader usually is not aware of the Addendum, therefore often misses it. In order to avoid this inconvenient, it could be useful to link the Addendum to the paper to which it refers, even if the Addendum is published years later in another journal.   Moreover I take the chance to express a comment that I share with numerous colleagues and I consider relevant to this topic. Errors are often the consequence of the huge amounts of scientific communications that circulate. There are too many journals that publish almost everything!  Moreover too much importance is given to the number of papers... It follows that researchers often feel the pressure to publish more and more, reducing the time to go in depth and neglecting details . This tendency should be corrected by underlying that in science quality is much more important than quantity.  I wish you much success with your NanoBubbles project	Quantity, too many papers	186
R_tXybaS5Z9ktRueZQ14	V473	R_tXybaS5Z9ktRueZ	Q14	I have had generally good experiences, and all at the peer review level. I have corrected errors in manuscripts that I have reviewed, and I have also corrected errors in my own manuscripts based on the advice of a reviewer. Good (and anonymous) peer review is the key to scientific integrity and elimination (to the extent possible) of errors. If I may go a little further with this argument, we need to get back to a time with fewer journals, so that peer review can be done more carefully and with less burden (in terms of requests) on reviewers. The proliferation of publication opportunities has not been positive in terms of maintenance of scientific integrity.	Quantity, too many papers	115
R_1dlVYYiIszlGFcfQ14	V161	R_1dlVYYiIszlGFcf	Q14	Just a comment, I think in the future we need a dramatic reshaping of our current platforms for sharing research. The research community has dramatically expanded in recent years, which is great, but it has also led to much larger amounts of low quality / inaccurate research being published, which greatly dilutes the scientific literature – which is already impossible to keep up with. Future AI models which will likely be used to summarise the literature for human researchers to digest will inevitably be susceptible to such low-quality published results (though I guess they might end up with a 'trustworthy' metric built-in to ignore results from journals/authors that have been identified as poor quality).  I think the current 'static' approach of publishing a fixed, unchanging journal article will likely need to change in the future, possibly adopting something more similar to the git version control for software packages. This would allow the easy rectification of scientific errors in-place (rather than corrigenda which are a pain for authors to do, and also come with no benefit), and facilitate greater community discussion to identify errors and contribute to solving them.   In summary, I think ERC money would be well-spent on trying to develop a new open-source platform for sharing science, which can resolve these issues but also allow appropriate recognition of researchers' work (for obtaining academic positions).  I'm a final year PhD student who has published 25 scientific articles, in journals including Nature Photonics, Nature Communications and Physical Review Letters.	Quantity, too many papers	252
R_2TXHhS3v1MyXBREQ14	V21	R_2TXHhS3v1MyXBRE	Q14	Some authors contacted did no actions to correct error.  It is time consuming to contact editors and/or authors to report errors. As the number or borderline publications rose these last decade (essentially from one country in my domain), it is too time consuming to report. I just ask my collaborator to be cautious with scientific results from this country.  The reviewer process and the editor are less incline to referee properly the publications. Too many paper are sent to referee and fexw time is allowed to this work. Moreover, some pay to publish journals sometimes did not take into accounts referees corrections.	Quantity, too many papers	104
R_3O17ESA1zRkGEL8Q14	V453	R_3O17ESA1zRkGEL8	Q14	There are many unintentional errors that creep into work, or not even errors but places where we over-rationalize our own work and excuse (or don't even notice) deficiencies in our work. I'm always very appreciative when reviewers point out such issues in my manuscripts and I have the chance to consider and correct them. I try to pay that forward in my own reviewing work, where I try to take a respectful but critical eye to the papers that cross my desk, and don't just give them the 1 or 2 hour quick glance.   However, I feel that today's science doesn't reward correctness or thoroughness. We are all pushed to publish as many papers as possible, as quickly as possible, and preferably as flashy as possible (so they will be highly cited and put into well-regarded journals). This pressure not only encourages us to ignore (or take the time to correct) weaknesses in our own work, but also puts the average faculty member under tremendous time pressure, such that other service duties fundamental to science (rigorous and meaningful peer review, for example) are given short shrift.   Mistakes, disagreements, corrections, retractions, etc., are all fundamental to science and should be taken as such. Instead, we have poorly aligned incentives, and often adversarial relationships with the pubpeers and retractionwatches of the world. It's difficult to know how academic society should respond to these concerns, but in general in the few times I've been motivated to speak up regarding concerns about scientific correctness, I try to give the benefit of the doubt (I have been proven wrong by the authors of a "mistaken" paper before!). I think more rigor and more humility on the sides of both authors and reviewers is needed to keep scientific literature on a path to correctness.	Quantity, too many papers	302
R_UrrGupV7q6JY19vQ14	V426	R_UrrGupV7q6JY19v	Q14	There is a lot of sloppy work out there these days. Many are focused on quantity rather than quality. I think it's great that you are studying this.	Quantity, too much sloppy work	28
R_z25i6rQ674WjyE1Q14	V447	R_z25i6rQ674WjyE1	Q14	'- I think the most powerful step is when the publishing group by themselves withdraw or correct a manuscript.  Based on this, typically I try to make them aware, if the error is not obviously seen by all experts (e.g. similar to typo errors, that I never corrected if spoted after publication)  - I make a training to MSc students for critical reading manuscripts, as it easily appears that people are not experts for all parts and could not judge on such parts.  E.g. I encurage them also, if later they might participate in a review, they should mention to the editor if they were not able to judge specific parts of a manuscript.	Relationships	117
R_1dtsVcseixafBarQ14	V495	R_1dtsVcseixafBar	Q14	only good experiences. backchecking and correcting results was generally viewed as detrimental by my colleagues and myself.	Relationships	17
R_80Mh8QMoqaG0TElQ14	V342	R_80Mh8QMoqaG0TEl	Q14	Academic scientific research is in my view highly sensationalist. The rewards for publishing "exciting" results are stronger than the rewards for publishing "rigorous" results. The consequence is that many high-profile studies make extraordinary claims but lack extraordinary evidence.  Sometimes the sensationalist "exciting" results that lack persuasive evidence turn out to be correct: either the researchers were lucky or the PI had good intuition. But sometimes, they turn out to be incorrect. Eventually people have trouble reproducing or building on the results. The trouble is that this self-correcting process can take far too long when the PI of the exciting result is a leader in the field and/or has a huge ego and fights fiercely to quash dissent.  The latter has been the case in my field, which only started about ten years ago. The claims are extraordinary, but most of the pioneering experiments come from one highly celebrated PI whose experiments lack the necessary controls to be persuasive. The field is now about ten years old and trouble is brewing: some of those who have attempted to reproduce experiments have failed, and theorists have struggled to come up with a theory that accurately predicts the experimental results. Our group currently has a paper under review which highlights the problem of designing rigorous control experiments in this field. We conducted an experiment that eliminated the problems and found that the conclusions of one pioneering paper could probably be explained by a trivial effect. During the review process 3 out of 4 reviewers acknowledged the problems we identified, but the fourth reviewer did not, and had a strangely intimate knowledge of the pioneering experiment whose results we challenged. (Hmm!) We will see if the paper gets published, but if it does not it will almost certainly be because ego is slowing down the scientific process.	Replication failed	305
R_2VkksXakzvENR07Q14	V344	R_2VkksXakzvENR07	Q14	I find that many papers have data that is irreproducible to some extent, or the experimental methodology is insufficient to repeat the experiments.   I have never come across a direct major error in a paper, but often times we have wondered how a particular result was possible as when we did the same experiment in our laboratory, we either observed inconclusive or different results.	Replication failed	66
R_12Gf0bbwylqfRbWQ14	V273	R_12Gf0bbwylqfRbW	Q14	I found an error in the article that was published in one of the flagship chemical journal. I was trying to repeat the published procedure, but I failed. I asked my colleagues to repeat the procedure, but they also failed. The reaction mechanism given in the article was in contradiction to the general knowledge. In addition, the paper describing this reaction was already published in the early 80s, but, of course, it was not cited. Nevertheless, we have performed a full analysis of the products and reaction mechanism. We decided to first write a letter to the corresponding author. One of them was a very recognizable chemist from China (H-index > 80). Despite several attempts of contact, we did not get any answer. We have decided to contact Editor. We have sent all the data and evidence pointing out that the reaction was already studied but the publication was not even cited. The Editor first take serious our objections, he contacted the authors, but they laconically replayed that everything is correct, completely avoiding the discussion. The Editor only forwarded their answer to us and did not take any further action. Discouraged by the Editor's lack of willingness to solve this problem, we took no further steps...	Replication failed	206
R_2aIXAE0wjyXOUzVQ3_notAuth_10_TEXT	V490	R_2aIXAE0wjyXOUzV	Q3_notAuth_10_TEXT	i tried to explain my data based on the previous work and found out that the previous work is not correct	Replication failed	21
R_2f7kGZaQya2RoMsQ14	V491	R_2f7kGZaQya2RoMs	Q14	One of my PhD students is following the different letters of some authors that have published some results that cannot be reproduced in the lab. After their correction letter the synthesis was reproduced but the results are still not reproducible.	Replication failed	40
R_1K3kJHgKSnrgOZAQ14	V31	R_1K3kJHgKSnrgOZA	Q14	Overall, I feel that scientists who publish in my area (materials science/synthesis) make mistakes out of carelessness or lack of knowledge depth, not because of malfeasance.  However, some do push the boundaries on what is data-driven vs. conjecture (or confirmation bias).   I believe that data quality and reproducibility remain the most important factors in standing the test of time. If we cannot repeat someone's results after a certain amount of effort, we will say later that it is not reproducible in our hands.	Replication failed	86
R_2Cj1hPYZSE2Q6QoQ14	V435	R_2Cj1hPYZSE2Q6Qo	Q14	The error, that I believe I have found is in a 10 year old paper that is not highly cited and it feels like the time spent, and effort to try and correct it is not worth it. It seems to be a long process that might not result in anything in the end.  Another error I have found is actually cited and reproduced in one of the corner stone books in introductory photophysics. In fact, part of my PhD was to use the same concept to overcome certain issues, which turned out not to work as we had hoped. I would not say that it was a complete waste of time for me to go down and explore this route, but it certainly would have changed the starting point if this paper had not been published incorrectly.	Replication failed	139
R_1mnqDMWEetJLHbSQ14	V263	R_1mnqDMWEetJLHbS	Q14	To add a brief comment:  I rarely spotted an error that would completely bring down the paper. I often find that the results in a paper are interpreted in the wrong terms, but I would say this is quite common. We once published a paper to refute a particularly wrong paper, which sparked discussion at conferences and subsequent publications.   The majority of cases I am aware of consist of miscalculated experimental quantities that bring to an exaggerated claim. For example, is the effect 5% or 50%? There's the ubiquitous problem of background subtraction which can change things dramatically.  The general feeling is that if the paper is not particularly impactful or brings incremental information in the field, the need for correction is ignored. If the incorrect paper is associated with a breakthrough, I feel that the community tries to replicate the results, even if it may take long. However, the incorrect papers often remain as they are and continue receiving citations.	Replication failed	165
R_DjH83cwqOllzjgZQ3_notAuth_10_TEXT	V492	R_DjH83cwqOllzjgZ	Q3_notAuth_10_TEXT	We replicated the results in a material that did not have the properties claimed in the initial publication.	Replication failed	18
R_3rGu6LJtIJpy5HMQ2_notAuth_15_TEXT	V438	R_3rGu6LJtIJpy5HM	Q2_notAuth_15_TEXT	We tried to repeat the results, identified the correct structure but have not published the work beyond it appearing in a Masters thesis (hard to justify publication of the structure correction given the time elapsed and impact on the main results and conclusions of the original paper).	Replication failed	47
R_1pKlpgx4nSY316UQ14	V27	R_1pKlpgx4nSY316U	Q14	When I point out to the authors, in writing, the problem, they have generally disregarded the issue and did nothing.  But in my field, errors are often obvious after the fact and most researchers will recognize them if they read the paper carefully.  If the work is carried out incorrectly, and it is of consequence, it will be followed up by others and the failure to reproduce the results will be reported.	Replication failed	74
R_PBXFIdN0YcqgdrzQ14	V422	R_PBXFIdN0Ycqgdrz	Q14	a) repeating studies by different  lab members -several times b) ask colleagues from own department or different institutes to validate lab data (repeat experiments  c)  Ask colleagues to review lab's data before submission for i)publication, ii) grant application and iii) patent d) engage with stakeholders and end users of the research product   e) Collaborate and engage with colleagues from other institutes in the same country and abroad.  Thank you for executing the project. There are several millions euros in funded research grants wasted,  delivering  "fake /erroneous data".	Replication is needed	95
R_PBXFIdN0YcqgdrzQ14	V422	R_PBXFIdN0Ycqgdrz	Q14	a) repeating studies by different  lab members -several times b) ask colleagues from own department or different institutes to validate lab data (repeat experiments  c)  Ask colleagues to review lab's data before submission for i)publication, ii) grant application and iii) patent d) engage with stakeholders and end users of the research product   e) Collaborate and engage with colleagues from other institutes in the same country and abroad.  Thank you for executing the project. There are several millions euros in funded research grants wasted,  delivering  "fake /erroneous data".	Replication is needed	95
R_NWv0xV9XitZZAvDQ14	V70	R_NWv0xV9XitZZAvD	Q14	For example, in my research field, a "seminal" paper is widely cited:(dx.doi.org/10.1021/ja3084434 | Pierri et al., J. Am. Chem. Soc. 2012, 134, 18197−18200). The authors have published a corrigendum that totally changes the conclusions, because the effect previously reported is assigned to impurities. However, it seems that nobody has noticed the correction, and the original conclusions continues to be cited in articles and in reviews.   I think that repeating the experiments of other researchers is the best way to show that there is a mistake, but it is not rewarding, especially when these people are well known.	Replication is needed	99
R_2dg3hmopSPmGE9sQ14	V441	R_2dg3hmopSPmGE9s	Q14	I think that all data should be ever published with the paper, so everyone can re-use them or test them. It allows also to not re-do the same experiment/calculation without wasting time	Replication is needed	32
R_2EpgE4yKJ95XErvQ14	V486	R_2EpgE4yKJ95XErv	Q14	Replication of experimental data and testing of theoretical predictions is the only way to get the correct answers. However, my experience many authors double down on their claims - especially if they were published by a PhD student/postdoc they liked and it was a paper in a high impact factor journal.	Replication is needed	51
R_1qgoM8HVMkkzlu0Q2_notAuth_15_TEXT	V494	R_1qgoM8HVMkkzlu0	Q2_notAuth_15_TEXT	I reported the problem to my university as the author was an employee.	report to the employer	13
R_2uwSRC7X8lFLbXEQ14	V51	R_2uwSRC7X8lFLbXE	Q14	'- I found many errors published in MDPI articles. Many Reviewers are not qualified. Of course, many articles published at MDPI are also very good.  - Pubpeer allows free comments on articles. However, many private reasons behind a specific relationship. Thus, their comments harm other coauthors in that article.	Reviewers are not qualified, are wrong	50
R_3GeqcqBnrMNfQyhQ14	V464	R_3GeqcqBnrMNfQyh	Q14	Along with my colleagues, I feel a great imbalance between reviewers and the quality of their reviews. This often leads to the opinion that it is often a matter of luck which reviewer you come across and so most articles will still be published somewhere if you are persistent enough.  Honor to the exceptions and very high quality journals. But this problem is not avoided even by journals from the ACS or RCS family (which I often find to be of better quality and credibility).  The pressure to publish is high, and articles with errors (both intentional and unintentional) are likely to appear more.	Reviewers are not qualified, are wrong	106
